Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating
751-000723,C,Naypyidaw,Normal,Male,Electronic accessories,226.86,4,0.0966,995.1,05/06/2023,22:09:18,Credit card,520.54,47.69,474.56,9.1
751-000724,B,Mandalay,Member,Male,Electronic accessories,33.7,7,0.0552,248.92,06/06/2023,04:06:45,Credit card,148.61,40.3,100.31,5.9
751-000725,A,Mandalay,Member,Female,Sports and outdoors,412.04,6,0.0634,2628.98,08/06/2023,02:44:12,E wallet,1360.76,48.24,1268.22,10.0
751-000726,C,Naypyidaw,,Male,Health and beauty,414.91,5,0.076,2232.22,09/06/2023,09:01:05,Credit card,1266.12,43.28,966.1,4.2
751-000727,B,Naypyidaw,Member,Female,Electronic accessories,298.12,4,0.0783,1285.85,09/06/2023,07:35:24,Cash,517.04,59.79,768.81,4.8
751-000728,C,Yangon,Member,Male,Clothing and accessories,183.02,7,0.0508,1346.22,09/06/2023,11:46:39,Credit card,678.9,49.57,667.32,5.3
751-000729,B,Yangon,Normal,Male,Book and media,401.89,5,0.089,2188.29,09/06/2023,06:45:22,Cash,809.23,63.02,1379.06,8.9
751-000730,C,Naypyidaw,Member,Male,Health and beauty,281.8,5,0.0681,1504.95,10/06/2023,18:45:21,Cash,809.51,46.21,695.44,9.3
751-000731,B,Mandalay,Member,Male,Clothing and accessories,414.71,1,0.0703,443.86,10/06/2023,12:20:00,Credit card,146.43,67.01,297.43,4.4
751-000732,A,Yangon,Member,Female,Electronic accessories,319.41,2,0.0905,696.63,10/06/2023,18:32:03,Credit card,308.68,55.69,387.95,4.2
751-000733,B,Yangon,Normal,Female,Sports and outdoors,394.36,5,0.069,2107.85,15/06/2023,09:02:26,E wallet,1192.2,43.44,915.65,8.5
751-000734,C,Mandalay,Normal,Female,Home and lifestyle,303.3,3,0.0524,957.58,16/06/2023,19:40:34,Credit card,459.35,52.03,498.23,4.8
751-000735,C,Yangon,Member,Male,Sports and outdoors,212.93,2,0.0588,450.9,16/06/2023,05:05:54,Credit card,242.58,46.2,208.32,4.8
751-000736,B,Mandalay,Normal,Male,Clothing and accessories,479.39,4,0.0978,2105.1,18/06/2023,11:22:32,Credit card,1136.96,45.99,968.14,4.1
751-000737,A,Mandalay,Normal,Female,Food and beverages,275.15,4,0.0535,1159.48,21/06/2023,15:23:04,Cash,519.56,55.19,639.92,4.3
751-000738,A,Mandalay,Normal,Female,Electronic accessories,306.49,4,0.0677,1308.96,22/06/2023,08:41:12,Cash,521.49,60.16,787.47,5.6
751-000739,B,Naypyidaw,Normal,Male,Clothing and accessories,118.04,4,0.0752,507.67,24/06/2023,14:11:04,Cash,165.75,67.35,341.92,4.4
751-000740,B,Naypyidaw,Normal,Male,Food and beverages,316.57,3,0.0747,1020.65,25/06/2023,04:30:27,E wallet,458.68,55.06,561.97,6.2
751-000741,C,Naypyidaw,Normal,Female,Food and beverages,290.09,7,0.0502,2132.57,26/06/2023,17:43:26,E wallet,661.52,68.98,1471.05,9.0
751-000742,A,Mandalay,Normal,Male,Book and media,100.57,9,0.0751,973.11,27/06/2023,02:25:56,E wallet,308.96,68.25,664.15,6.0
751-000743,B,Mandalay,Member,Male,Health and beauty,39.2,5,0.0692,209.56,29/06/2023,06:48:50,Cash,71.36,65.95,138.2,8.4
751-000744,A,Naypyidaw,Member,Female,Book and media,306.14,4,0.0986,1345.3,30/06/2023,17:32:24,Credit card,605.38,55.0,739.92,4.6
751-000745,B,Yangon,Normal,Male,Electronic accessories,384.21,2,0.058,812.99,30/06/2023,04:58:01,E wallet,453.4,44.23,359.59,8.0
751-000746,B,Mandalay,Member,Female,Food and beverages,266.47,2,0.0677,569.02,01/07/2023,00:38:42,E wallet,304.2,46.54,264.82,5.9
751-000747,A,Yangon,Member,Male,Clothing and accessories,121.12,5,0.071,648.6,01/07/2023,10:31:17,Cash,263.14,59.43,385.46,8.5
751-000748,B,Yangon,Normal,Female,Home and lifestyle,336.6,7,0.0695,2519.96,01/07/2023,16:33:38,E wallet,1193.2,52.65,1326.76,4.8
751-000749,B,Mandalay,Member,Male,Food and beverages,49.25,9,0.0833,480.17,02/07/2023,06:41:53,Credit card,266.97,44.4,213.2,9.4
751-000750,C,Mandalay,Normal,Female,Clothing and accessories,226.5,7,0.0608,1681.9,02/07/2023,20:34:29,Cash,767.45,54.37,914.45,5.5
751-000751,B,Yangon,Normal,Female,Home and lifestyle,90.05,5,0.0611,477.76,04/07/2023,11:34:10,Cash,284.17,40.52,193.59,6.1
751-000752,B,Yangon,Normal,Female,Book and media,100.38,6,0.0865,654.38,05/07/2023,11:56:03,Credit card,248.53,62.02,405.85,9.7
751-000753,B,Naypyidaw,Member,Female,Book and media,109.12,3,0.075,351.91,05/07/2023,15:31:19,Credit card,203.37,42.21,148.54,7.5
751-000754,C,Naypyidaw,Member,Male,Health and beauty,199.49,5,0.0708,1068.07,05/07/2023,17:30:03,Credit card,439.3,58.87,628.77,6.2
751-000755,A,Mandalay,Member,Male,Clothing and accessories,35.06,8,0.0585,296.89,08/07/2023,21:37:52,E wallet,107.5,63.79,189.39,9.7
751-000756,C,Naypyidaw,Member,Female,Food and beverages,204.92,1,0.0594,217.09,08/07/2023,14:00:02,Credit card,121.61,43.98,95.48,6.0
751-000757,C,Naypyidaw,Normal,Male,Sports and outdoors,260.74,1,0.0505,273.91,10/07/2023,04:21:16,Cash,121.73,55.56,152.18,4.6
751-000758,A,Naypyidaw,Normal,Male,Book and media,246.81,7,0.0546,1822.0,10/07/2023,13:40:34,Credit card,667.4,63.37,1154.6,10.0
751-000759,C,Naypyidaw,Member,Male,Book and media,197.56,5,0.0778,1064.65,10/07/2023,12:34:42,Cash,555.53,47.82,509.12,5.6
751-000760,A,Yangon,Normal,Male,Health and beauty,421.18,5,0.0946,2305.12,10/07/2023,01:55:46,Cash,1270.35,44.89,1034.77,9.1
751-000761,C,Mandalay,Normal,Male,Home and lifestyle,81.21,1,0.0644,86.44,11/07/2023,12:50:53,E wallet,43.13,50.1,43.31,5.0
751-000762,A,Naypyidaw,Member,Female,Health and beauty,257.79,9,0.0664,2474.17,12/07/2023,15:17:06,,1072.8,56.64,1401.37,8.4
751-000763,B,Yangon,Normal,Female,Food and beverages,40.4,1,0.0558,42.65,13/07/2023,12:35:40,E wallet,18.23,57.26,24.42,7.1
751-000764,C,Yangon,Member,Female,Clothing and accessories,44.87,5,0.0694,239.92,14/07/2023,09:40:06,Credit card,134.52,43.93,105.4,9.9
751-000765,C,Yangon,Normal,Female,Electronic accessories,291.19,9,0.0519,2756.72,15/07/2023,14:39:18,Credit card,1275.53,53.73,1481.19,7.3
751-000766,C,Naypyidaw,Member,Male,Electronic accessories,287.35,4,0.0959,1259.63,16/07/2023,10:36:01,Credit card,654.38,48.05,605.25,4.2
751-000767,C,Naypyidaw,Normal,Male,Clothing and accessories,440.24,8,0.0837,3816.7,17/07/2023,09:47:54,Credit card,1325.92,65.26,2490.78,7.6
751-000768,B,Mandalay,Normal,Female,Home and lifestyle,283.36,6,0.0995,1869.33,17/07/2023,12:39:40,Credit card,945.69,49.41,923.64,4.9
751-000769,C,Naypyidaw,Member,Male,Book and media,480.3,3,0.0941,1576.49,17/07/2023,10:42:54,Cash,549.25,65.16,1027.24,8.8
751-000770,B,Naypyidaw,Member,Male,Home and lifestyle,33.86,4,0.0736,145.41,18/07/2023,15:41:55,Cash,68.55,52.86,76.86,9.1
751-000771,B,Yangon,Member,Female,Book and media,58.02,2,0.076,124.86,18/07/2023,11:56:05,Credit card,47.7,61.8,77.16,6.9
751-000772,B,Mandalay,Member,Male,Book and media,31.59,1,0.0595,33.47,18/07/2023,11:09:49,Cash,14.96,55.3,18.51,8.7
751-000773,B,Naypyidaw,Normal,Female,Electronic accessories,100.79,8,0.0731,865.26,19/07/2023,17:03:08,E wallet,357.7,58.66,507.56,4.9
751-000774,A,Naypyidaw,Normal,Female,Home and lifestyle,275.22,1,0.0952,301.42,19/07/2023,06:49:07,E wallet,145.1,51.86,156.32,7.0
751-000775,A,Yangon,Member,Male,Health and beauty,326.33,1,0.0525,343.46,19/07/2023,10:06:40,E wallet,126.91,63.05,216.55,6.4
751-000776,C,Yangon,Normal,Male,Book and media,32.34,4,0.0932,141.42,20/07/2023,07:02:16,Credit card,66.81,52.76,74.61,7.7
751-000777,A,Naypyidaw,Member,Female,Sports and outdoors,473.53,6,0.067,3031.54,20/07/2023,01:14:45,Credit card,1403.0,53.72,1628.54,4.3
751-000778,A,Mandalay,Member,Female,Sports and outdoors,422.66,9,0.095,4165.31,20/07/2023,17:47:51,Cash,1852.31,55.53,2313.0,8.5
751-000779,C,Mandalay,Normal,Male,Health and beauty,155.34,1,0.097,170.41,20/07/2023,21:03:56,Cash,59.73,64.95,110.68,4.5
751-000780,C,Yangon,Normal,Female,Sports and outdoors,47.82,7,0.0835,362.69,21/07/2023,19:05:37,Cash,145.87,59.78,216.82,7.9
751-000781,C,Yangon,Member,Female,Food and beverages,93.24,5,0.0832,504.99,23/07/2023,10:25:16,E wallet,250.12,50.47,254.87,4.1
751-000782,A,Naypyidaw,Member,Female,Book and media,72.2,8,0.0726,619.53,24/07/2023,02:30:12,E wallet,247.13,60.11,372.4,9.0
751-000783,A,Yangon,Member,Male,Health and beauty,70.41,7,0.0918,538.12,24/07/2023,21:34:15,E wallet,219.18,59.27,318.94,5.0
751-000784,C,Naypyidaw,Normal,Female,Home and lifestyle,264.1,4,0.0981,1160.03,26/07/2023,14:42:17,E wallet,372.02,67.93,788.01,7.1
751-000785,B,Mandalay,Normal,Male,Book and media,130.47,4,0.0888,568.22,26/07/2023,14:36:47,Cash,197.51,65.24,370.71,5.6
751-000786,C,Mandalay,Normal,Female,Health and beauty,185.49,6,0.0811,1203.2,27/07/2023,15:48:40,Credit card,488.26,59.42,714.94,8.3
751-000787,B,Naypyidaw,Normal,Male,Electronic accessories,494.86,6,0.0803,3207.58,28/07/2023,22:34:51,Credit card,1595.77,50.25,1611.81,5.9
751-000788,B,Yangon,Member,Female,Home and lifestyle,345.31,9,0.0925,3395.26,28/07/2023,12:53:34,E wallet,1243.0,63.39,2152.26,8.3
751-000789,C,Mandalay,Member,Male,Electronic accessories,475.0,5,0.0771,2558.11,28/07/2023,06:37:08,Credit card,1093.34,57.26,1464.77,5.7
751-000790,C,Yangon,Member,Male,Book and media,79.85,8,0.0902,696.42,29/07/2023,11:14:20,Credit card,211.99,69.56,484.43,8.5
751-000791,C,Mandalay,Member,Male,Home and lifestyle,197.25,5,0.0754,1060.61,29/07/2023,19:34:41,Credit card,557.56,47.43,503.05,4.2
751-000792,A,Naypyidaw,Member,Female,Sports and outdoors,281.82,2,0.0531,593.57,31/07/2023,00:50:18,E wallet,341.96,42.39,251.61,5.7
751-000793,B,Naypyidaw,Member,Female,Health and beauty,47.61,6,0.0692,305.43,01/08/2023,22:22:12,Cash,176.84,42.1,128.59,7.0
751-000794,A,Naypyidaw,Normal,Female,Book and media,12.05,9,0.0722,116.28,01/08/2023,11:00:50,Cash,47.44,59.2,68.84,4.3
751-000795,A,Mandalay,Normal,Male,Food and beverages,338.51,3,0.0571,1073.52,03/08/2023,15:24:54,Credit card,341.59,68.18,731.93,5.1
751-000796,C,Yangon,Member,Female,Home and lifestyle,324.49,1,0.0551,342.37,03/08/2023,22:27:46,Cash,205.22,40.06,137.15,9.6
751-000797,A,Yangon,Member,Male,Home and lifestyle,211.29,1,0.0768,227.52,04/08/2023,15:42:55,Cash,86.98,61.77,140.54,9.9
751-000798,C,Yangon,Normal,Female,Clothing and accessories,249.93,3,0.0543,790.5,05/08/2023,05:10:02,E wallet,318.49,59.71,472.01,8.4
751-000799,B,Mandalay,Normal,Male,Book and media,213.57,5,0.0651,1137.37,10/08/2023,14:00:06,E wallet,432.54,61.97,704.83,5.5
751-000800,C,Mandalay,Normal,Male,Book and media,21.76,3,0.0872,70.97,11/08/2023,00:48:31,Credit card,35.02,50.66,35.95,5.6
751-000801,A,Mandalay,Normal,Male,Electronic accessories,174.33,9,0.0982,1723.04,16/08/2023,08:28:25,Credit card,609.78,64.61,1113.26,7.9
751-000802,A,Mandalay,Member,Female,Clothing and accessories,96.77,8,0.0859,840.66,17/08/2023,22:44:42,Credit card,493.13,41.34,347.53,4.7
751-000803,C,Mandalay,Member,Female,Sports and outdoors,58.23,3,0.0996,192.09,18/08/2023,19:37:32,E wallet,71.73,62.66,120.36,9.7
751-000804,C,Yangon,Member,Female,Electronic accessories,478.79,9,0.0849,4674.95,19/08/2023,06:11:30,Cash,2430.51,48.01,2244.44,5.3
751-000805,A,Mandalay,Member,Male,Clothing and accessories,303.69,6,0.0647,1940.03,19/08/2023,21:19:54,E wallet,886.4,54.31,1053.63,10.0
751-000806,B,Mandalay,Member,Male,Electronic accessories,367.04,35,0.0836,27840.7,24/08/2023,18:16:35,E wallet,983.33,64.68,1800.74,7.0
751-000807,B,Yangon,Normal,Female,Sports and outdoors,164.53,4,0.0851,714.13,24/08/2023,02:00:49,Cash,370.35,48.14,343.78,8.6
751-000808,C,Mandalay,Member,Female,Clothing and accessories,202.64,4,0.0686,866.16,25/08/2023,20:46:39,Cash,471.54,45.56,394.62,4.0
751-000809,B,Yangon,Normal,Female,Clothing and accessories,126.09,2,0.0509,265.02,27/08/2023,00:19:13,Credit card,104.84,60.44,160.18,9.3
751-000810,A,Yangon,Member,Male,Food and beverages,57.51,5,0.0852,312.05,27/08/2023,03:04:22,Cash,137.3,56.0,174.75,
751-000811,C,Naypyidaw,Member,Male,Electronic accessories,97.73,8,0.0511,821.79,28/08/2023,12:55:14,Cash,366.27,55.43,455.52,8.0
751-000812,A,Naypyidaw,Member,Male,Electronic accessories,400.78,7,0.0816,3034.39,29/08/2023,05:32:54,Cash,1586.99,47.7,1447.4,8.8
751-000813,A,Naypyidaw,Member,Male,Home and lifestyle,342.0,7,0.0582,2533.33,30/08/2023,18:12:28,Cash,1493.4,41.05,1039.93,5.0
751-000814,B,Naypyidaw,Member,Male,Sports and outdoors,278.0,6,0.0783,1798.6,30/08/2023,05:14:15,Credit card,857.75,52.31,940.85,6.7
751-000815,C,Mandalay,Normal,Female,Health and beauty,242.79,3,0.0752,783.14,30/08/2023,22:47:09,Credit card,444.82,43.2,338.32,7.0
751-000816,C,Naypyidaw,Normal,Male,Food and beverages,461.99,5,0.0507,2427.06,31/08/2023,21:40:40,Cash,796.56,67.18,1630.5,5.9
751-000817,B,Yangon,Normal,Male,Clothing and accessories,45.64,1,0.0681,48.75,31/08/2023,16:16:48,Cash,28.65,41.24,20.1,6.9
751-000818,A,Mandalay,Member,Male,Clothing and accessories,147.49,7,0.0801,1115.13,01/09/2023,11:44:29,Credit card,524.67,52.95,590.46,
751-000819,A,Naypyidaw,Member,Male,Clothing and accessories,181.47,9,0.0924,1784.14,01/09/2023,11:45:09,Credit card,1042.47,41.57,741.67,6.2
751-000820,A,Yangon,Normal,Male,Food and beverages,393.39,1,0.0944,430.53,02/09/2023,22:18:28,Cash,245.96,42.87,184.57,8.0
751-000821,A,Mandalay,Member,Female,Clothing and accessories,496.33,2,0.0742,1066.32,02/09/2023,01:35:18,E wallet,428.98,59.77,637.34,7.8
751-000822,C,Mandalay,Member,Male,Clothing and accessories,127.93,3,0.0864,416.95,03/09/2023,06:25:14,Credit card,169.24,59.41,247.71,5.4
751-000823,C,Naypyidaw,Normal,Male,Sports and outdoors,438.41,3,0.0658,1401.77,04/09/2023,14:55:37,Credit card,827.18,40.99,574.59,9.4
751-000824,B,Mandalay,Member,Male,Book and media,417.01,8,0.0671,3559.93,04/09/2023,02:37:15,Credit card,2134.89,40.03,1425.04,9.2
751-000825,B,Yangon,Normal,Female,Book and media,120.08,7,0.0597,890.74,05/09/2023,01:30:27,Cash,513.42,42.36,377.32,7.1
751-000826,C,Mandalay,Member,Female,Home and lifestyle,205.67,6,0.0781,1330.4,05/09/2023,06:29:42,Cash,493.71,62.89,836.69,6.6
751-000827,C,Yangon,Normal,Female,Home and lifestyle,210.74,4,0.0657,898.34,05/09/2023,06:35:28,Credit card,381.44,57.54,516.9,6.3
751-000828,A,Mandalay,Member,Male,Clothing and accessories,489.33,9,0.0542,4642.67,05/09/2023,19:38:03,Cash,2732.68,41.14,1909.99,8.2
751-000829,A,Naypyidaw,Member,Female,Sports and outdoors,98.64,1,0.0843,106.96,05/09/2023,11:04:54,Cash,48.52,54.64,58.44,8.0
751-000830,B,Yangon,Normal,Male,Clothing and accessories,401.59,2,0.0854,871.77,05/09/2023,18:25:36,Credit card,336.85,61.36,534.92,5.2
751-000831,C,Mandalay,Member,Male,Home and lifestyle,173.75,4,0.068,742.26,07/09/2023,18:52:29,Cash,251.85,66.07,490.41,8.0
751-000832,B,Mandalay,Member,Female,Food and beverages,368.13,3,0.0538,1163.81,09/09/2023,02:58:57,E wallet,372.19,68.02,791.62,5.5
751-000833,C,Mandalay,Normal,Male,Food and beverages,215.81,1,0.0713,231.2,12/09/2023,10:06:48,Cash,116.02,49.82,115.18,4.1
751-000834,A,Yangon,Member,Male,Health and beauty,293.4,5,0.0721,1572.77,12/09/2023,08:52:40,Cash,879.65,44.07,693.12,8.2
751-000835,B,Yangon,Normal,Male,Book and media,417.98,7,0.0834,3169.88,15/09/2023,09:12:14,Credit card,1676.55,47.11,1493.33,7.9
751-000836,B,Yangon,Member,Female,Sports and outdoors,404.04,2,0.0658,861.25,15/09/2023,21:04:28,Credit card,316.16,63.29,545.09,6.5
751-000837,C,Naypyidaw,Member,Male,Electronic accessories,434.55,5,0.0841,2355.48,16/09/2023,02:26:26,E wallet,726.9,69.14,1628.58,7.2
751-000838,A,Naypyidaw,Member,Male,Book and media,39.21,6,0.0936,257.28,16/09/2023,07:31:19,Cash,118.37,53.99,138.91,9.7
751-000839,B,Yangon,Member,Female,Electronic accessories,349.1,7,0.0619,2594.97,16/09/2023,09:12:28,E wallet,1319.28,49.16,1275.69,7.6
751-000840,A,Mandalay,Normal,Male,Health and beauty,78.59,1,0.0989,86.36,17/09/2023,02:53:07,E wallet,40.69,52.88,45.67,7.9
751-000841,B,Naypyidaw,Member,Male,Health and beauty,213.75,7,0.0693,1599.94,17/09/2023,08:29:21,Credit card,813.73,49.14,786.21,4.4
751-000842,A,Yangon,Normal,Female,Clothing and accessories,278.81,4,0.0634,1185.95,17/09/2023,20:11:10,Cash,620.37,47.69,565.58,5.0
751-000843,C,Mandalay,Member,Male,Home and lifestyle,207.34,8,0.0711,1776.65,18/09/2023,01:49:40,Credit card,749.57,57.81,1027.08,5.8
751-000844,B,Naypyidaw,Member,Male,Health and beauty,264.61,4,0.0547,1116.34,18/09/2023,01:33:02,E wallet,664.56,40.47,451.78,7.2
751-000845,B,Mandalay,Member,Male,Health and beauty,498.3,6,0.0563,3158.13,20/09/2023,15:50:03,E wallet,1648.86,47.79,1509.27,8.7
751-000846,A,Mandalay,,Male,Electronic accessories,76.26,9,0.0707,734.86,20/09/2023,22:56:49,Credit card,295.12,59.84,439.74,5.9
751-000847,A,Mandalay,Normal,Male,Home and lifestyle,340.97,5,0.0881,1855.05,23/09/2023,19:24:29,Credit card,1095.22,40.96,759.83,6.1
751-000848,B,Mandalay,Normal,Female,Health and beauty,204.04,4,0.095,893.7,25/09/2023,17:41:10,Credit card,513.88,42.5,379.82,5.5
751-000849,C,Naypyidaw,Normal,Female,Book and media,75.17,8,0.0832,651.39,26/09/2023,16:25:55,Credit card,333.51,48.8,317.88,5.5
751-000850,A,Naypyidaw,Normal,Female,Health and beauty,87.78,9,0.0553,833.71,26/09/2023,22:55:51,Credit card,280.71,66.33,553.0,9.7
751-000851,A,Naypyidaw,Member,Female,Home and lifestyle,475.14,4,0.0836,2059.45,26/09/2023,15:19:44,E wallet,763.03,62.95,1296.42,7.8
751-000852,A,Yangon,Normal,Male,Clothing and accessories,441.0,3,0.0818,1431.22,26/09/2023,01:23:30,Credit card,849.29,40.66,581.93,4.9
751-000853,B,Naypyidaw,Normal,Male,Sports and outdoors,454.45,8,0.0903,3963.89,28/09/2023,01:56:13,Cash,1781.77,55.05,2182.12,8.3
751-000854,B,Mandalay,Member,Male,Home and lifestyle,495.85,5,0.0913,2705.61,30/09/2023,03:48:12,E wallet,1400.42,48.24,1305.19,8.3
751-000855,B,Naypyidaw,Member,Male,Electronic accessories,112.07,2,0.0934,245.07,30/09/2023,03:34:43,E wallet,99.35,59.46,145.72,8.0
751-000856,B,Mandalay,Member,Male,Sports and outdoors,184.17,9,0.0707,1774.72,30/09/2023,21:54:07,Cash,680.61,61.65,1094.11,4.8
751-000857,C,Yangon,Member,Female,Book and media,337.92,3,0.0849,1099.83,01/10/2023,01:05:30,Cash,375.15,65.89,724.68,6.4
751-000858,C,Mandalay,Normal,Female,Food and beverages,247.06,2,0.0634,525.45,01/10/2023,21:09:43,E wallet,240.34,54.26,285.11,4.6
751-000859,B,Mandalay,Normal,Male,Home and lifestyle,215.01,1,0.1,236.51,02/10/2023,20:41:09,Credit card,71.36,69.83,165.15,8.9
751-000860,C,Mandalay,Member,Male,Clothing and accessories,185.33,8,0.0588,1569.82,02/10/2023,22:02:31,E wallet,480.36,69.4,1089.46,7.9
751-000861,A,Yangon,Member,Male,Electronic accessories,300.95,3,0.0505,948.44,02/10/2023,19:09:28,E wallet,318.01,66.47,630.43,7.0
751-000862,A,Naypyidaw,Member,Female,Book and media,292.04,7,0.0574,2161.62,03/10/2023,08:51:50,Cash,924.09,57.25,1237.53,6.1
751-000863,A,Naypyidaw,Normal,Male,Sports and outdoors,89.11,1,0.0888,97.02,03/10/2023,13:33:36,E wallet,46.63,51.94,50.39,5.1
751-000864,B,Yangon,Normal,Male,Book and media,241.15,1,0.0723,258.59,04/10/2023,19:07:06,Credit card,126.89,50.93,131.7,4.6
751-000865,A,Mandalay,Member,Male,Home and lifestyle,281.2,9,0.0724,2714.03,04/10/2023,05:10:43,Cash,1618.65,40.36,1095.38,9.8
751-000866,C,Naypyidaw,Member,Female,Health and beauty,289.44,8,0.0978,2541.98,05/10/2023,17:50:41,E wallet,1335.05,47.48,1206.93,5.2
751-000867,B,Yangon,Normal,Male,Clothing and accessories,112.95,3,0.096,371.38,07/10/2023,20:45:02,E wallet,142.76,61.56,228.62,4.4
751-000868,C,Naypyidaw,Member,Female,Home and lifestyle,373.71,6,0.0656,2389.35,07/10/2023,17:23:46,Credit card,1000.9,58.11,1388.45,9.8
751-000869,A,Yangon,Member,Female,Food and beverages,22.35,3,0.0605,71.11,07/10/2023,05:09:26,E wallet,23.12,67.49,47.99,7.3
751-000870,A,Mandalay,Normal,Female,Home and lifestyle,183.87,4,0.0924,803.44,08/10/2023,11:06:16,E wallet,470.01,41.5,333.43,8.8
751-000871,A,Naypyidaw,Member,Female,Sports and outdoors,392.3,1,0.0953,429.69,08/10/2023,00:57:49,E wallet,237.79,44.66,191.9,4.3
751-000872,B,Yangon,Normal,Female,Sports and outdoors,286.31,5,0.0771,1541.92,09/10/2023,14:50:32,E wallet,560.03,63.68,981.89,7.4
751-000873,C,Naypyidaw,Member,Female,Home and lifestyle,137.97,1,0.0815,149.21,10/10/2023,04:46:30,Credit card,73.47,50.76,75.74,6.4
751-000874,B,Naypyidaw,Member,Male,Sports and outdoors,350.53,1,0.0628,372.54,10/10/2023,02:00:07,E wallet,210.3,43.55,162.24,8.6
751-000875,B,Naypyidaw,Normal,Male,Health and beauty,288.02,7,0.09,2197.59,10/10/2023,11:58:53,E wallet,661.69,69.89,1535.9,4.2
751-000876,A,Naypyidaw,Normal,Male,Book and media,400.16,6,0.0816,2596.88,11/10/2023,18:24:56,E wallet,944.74,63.62,1652.14,6.4
751-000877,B,Yangon,Member,Female,Home and lifestyle,370.16,2,0.0752,795.99,12/10/2023,11:12:27,Cash,380.01,52.26,415.98,8.8
751-000878,B,Mandalay,Normal,Male,Clothing and accessories,308.95,2,0.053,650.65,14/10/2023,00:50:05,Credit card,229.68,64.7,420.97,7.1
751-000879,A,Yangon,Member,Female,Health and beauty,249.21,7,0.0958,1911.59,15/10/2023,07:03:04,Cash,756.61,60.42,1154.98,7.3
751-000880,B,Yangon,Member,Female,Book and media,75.26,1,0.0808,81.34,15/10/2023,21:27:38,Cash,29.53,63.7,51.81,4.6
751-000881,A,Yangon,Normal,Female,Clothing and accessories,138.05,2,0.0596,292.56,16/10/2023,22:03:51,Credit card,103.98,64.46,188.58,4.8
751-000882,A,Mandalay,Member,Male,Clothing and accessories,215.36,8,0.0803,1861.23,16/10/2023,03:46:58,Cash,1069.46,42.54,791.77,8.1
751-000883,A,Naypyidaw,Member,Female,Clothing and accessories,303.66,6,0.0839,1974.82,17/10/2023,20:36:55,Cash,815.8,58.69,1159.02,8.1
751-000884,A,Naypyidaw,Normal,Female,Book and media,261.72,2,0.0763,563.38,18/10/2023,08:01:58,Cash,336.9,40.2,226.48,9.9
751-000885,B,Naypyidaw,Normal,Male,Health and beauty,151.21,7,0.0859,1149.39,18/10/2023,06:48:15,Credit card,674.69,41.3,474.7,8.3
751-000886,A,Mandalay,Member,Male,Clothing and accessories,13.17,4,0.0791,56.85,18/10/2023,16:19:57,E wallet,18.69,67.12,38.16,7.0
751-000887,A,Naypyidaw,Normal,Female,Clothing and accessories,253.16,2,0.0974,555.64,19/10/2023,22:33:10,Credit card,245.43,55.83,310.21,9.1
751-000888,B,Mandalay,Normal,Female,Electronic accessories,149.96,6,0.0527,947.18,19/10/2023,01:32:25,Credit card,359.17,62.08,588.01,4.6
751-000889,B,Naypyidaw,Normal,Male,Home and lifestyle,369.96,9,0.0553,3513.77,20/10/2023,01:22:40,Credit card,1224.2,65.16,2289.57,6.7
751-000890,C,Naypyidaw,Normal,Male,Book and media,21.73,9,0.0587,207.05,21/10/2023,21:57:33,Cash,65.24,68.49,141.81,5.7
751-000891,B,Yangon,Member,Male,Book and media,296.57,8,0.0845,2573.04,21/10/2023,14:09:14,E wallet,872.78,66.08,1700.26,4.6
751-000892,B,Mandalay,Member,Female,Sports and outdoors,471.32,3,0.0823,1530.33,21/10/2023,09:28:56,Credit card,696.3,54.5,834.03,8.6
751-000893,C,Yangon,Member,Male,Book and media,95.46,3,0.0946,313.47,21/10/2023,22:58:16,Credit card,156.48,50.08,156.99,7.1
751-000894,B,Yangon,Normal,Male,Health and beauty,241.11,2,0.0866,523.98,21/10/2023,08:49:35,E wallet,290.13,44.63,233.85,7.3
751-000895,B,Yangon,Normal,Male,Book and media,54.8,5,0.0754,294.66,22/10/2023,08:15:35,E wallet,141.41,52.01,153.25,6.5
751-000896,B,Mandalay,Normal,Female,Electronic accessories,316.58,4,0.0996,1392.45,22/10/2023,15:50:32,E wallet,682.44,50.99,710.01,6.8
751-000897,B,Mandalay,Normal,Male,Home and lifestyle,279.76,7,0.0633,2082.28,24/10/2023,22:30:05,Cash,899.75,56.79,1182.53,4.7
751-000898,C,Naypyidaw,Normal,Male,Home and lifestyle,209.61,4,0.0917,915.32,24/10/2023,09:15:03,E wallet,366.4,59.97,548.92,8.0
751-000899,B,Yangon,Normal,Male,Book and media,265.47,9,0.0713,2559.58,25/10/2023,21:21:12,Cash,784.51,69.35,1775.07,6.6
751-000900,B,Naypyidaw,Normal,Male,Clothing and accessories,449.32,2,0.0824,972.69,25/10/2023,15:51:28,Credit card,371.08,61.85,601.61,8.9
751-000901,C,Yangon,Member,Male,Food and beverages,106.18,6,0.0864,692.12,25/10/2023,05:25:10,Cash,281.62,59.31,410.5,5.2
751-000902,A,Mandalay,Member,Female,Food and beverages,21.06,7,0.0817,159.46,26/10/2023,02:51:09,E wallet,79.65,50.05,79.81,5.2
751-000903,C,Mandalay,Normal,Female,Clothing and accessories,432.22,4,0.057,1827.43,26/10/2023,00:51:42,Cash,1077.45,41.04,749.98,7.9
